date_time,temperature,rain
2026-03-22 00:43:40,19.7,1
2026-03-22 00:43:42,19.6,1
2026-03-22 00:43:44,19.4,1
2026-03-22 00:43:46,19.2,1
2026-03-22 00:43:48,19.0,1
2026-03-22 00:43:50,18.8,1
2026-03-22 00:43:52,18.5,1
2026-03-22 00:43:54,18.3,1
2026-03-22 00:43:56,18.0,1
2026-03-22 00:43:58,17.7,1
2026-03-22 00:44:00,17.3,1
2026-03-22 00:44:02,17.0,1
2026-03-22 00:44:04,16.6,1
2026-03-22 00:44:06,16.2,1
2026-03-22 00:44:08,15.8,1
2026-03-22 00:44:10,15.3,1
2026-03-22 00:44:12,14.9,1
2026-03-22 00:44:14,14.4,1
2026-03-22 00:44:16,13.9,1
2026-03-22 00:44:18,13.4,1
2026-03-22 00:44:20,12.9,1
2026-03-22 00:44:22,12.3,1
2026-03-22 00:44:24,11.8,1
2026-03-22 00:44:26,11.2,1
2026-03-22 00:44:28,10.6,1
2026-03-22 00:44:30,10.0,1
2026-03-22 00:44:32,9.4,1
2026-03-22 00:44:34,8.8,1
2026-03-22 00:44:36,8.1,1
2026-03-22 00:44:38,7.5,1
2026-03-22 00:44:40,6.8,1
2026-03-22 00:44:42,6.2,1
2026-03-22 00:44:44,5.5,1
2026-03-22 00:44:46,4.8,1
2026-03-22 00:44:48,4.2,1
2026-03-22 00:44:50,3.5,1
2026-03-22 00:44:52,2.8,1
2026-03-22 00:44:54,2.1,1
2026-03-22 00:44:56,1.4,1
2026-03-22 00:44:58,0.7,1
2026-03-22 00:45:00,0.0,0
2026-03-22 00:45:02,-0.7,0
2026-03-22 00:45:04,-1.4,0
